month,day,player,year_born,years_played,games_played,field_goals,field_goal_attempts,3point_field_goals,3point_field_goal_attempts,free_throws,free_throw_attempts,offensive_rebounds,steals,blocks,turnovers,personal_fouls,win_shares,field_goal_percent,3point_field_goal_percent,free_throw_percent,minutes_played_per_game,points_per_game,total_rebounds_per_game,assists_per_game,points,minutes_played,total_rebounds,assists,age,city,region,position,college,team_recent,dunkattempts,championship,sex,status,height_default,height_cm,weight_kg,weight_lb
February,28,Charles Jenkins,1989,2,110,179,412,4,22,46,61,16,48,8,81,107,0.5,0.434,0.182,0.754,12.1,3.7,0.9,1.9,408,1334,100,214,35, Brooklyn, New York,Point Guard,Hofstra,Golden State Warriors,0,no,male,Alive,6-3,190,99,220
February,28,Charles Jenkins,1989,2,110,179,412,4,22,46,61,16,48,8,81,107,0.5,0.434,0.182,0.754,12.1,3.7,0.9,1.9,408,1334,100,214,35, Brooklyn, New York,Shooting Guard,Hofstra,Golden State Warriors,0,no,male,Alive,6-3,190,99,220
February,28,Tommy Kron,1943,4,224,505,1305,7,19,334,435,24,,,59,525,2.6,0.387,,0.768,16.2,6,3,2.7,1351,3632,672,605,64, Owensboro, Kentucky,Shooting Guard,Kentucky,Seattle SuperSonics,,no,male,Dead,6-5,196,90,200
February,28,Josh McRoberts,1987,11,433,914,1972,196,576,309,438,468,222,194,381,817,18.5,0.463,0.34,0.705,19.1,5.4,3.9,2.1,2333,8271,1686,901,37, Indianapolis, Indiana,Power Forward,Duke,Miami Heat,224,no,male,Alive,6-10,208,108,240
February,28,Josh McRoberts,1987,11,433,914,1972,196,576,309,438,468,222,194,381,817,18.5,0.463,0.34,0.705,19.1,5.4,3.9,2.1,2333,8271,1686,901,37, Indianapolis, Indiana,Center,Duke,Miami Heat,224,no,male,Alive,6-10,208,108,240
February,28,Tayshaun Prince,1980,14,1017,4583,10082,569,1550,1537,2033,1125,571,500,1064,1251,63.1,0.455,0.367,0.756,31,11.1,4.3,2.4,11272,31576,4332,2406,44, Compton, California,Small Forward,Kentucky,Detroit Pistons,545,yes,male,Alive,6-9,206,96,212
February,28,Tom Riker,1950,3,82,76,200,,,73,123,49,15,5,,85,0.4,0.38,,0.593,7.4,2.7,1.7,0.3,225,605,138,24,74, Rockville Centre, New York,Center,South Carolina,New York Knicks,,no,male,Alive,6-10,208,102,225
February,28,Marquis Teague,1993,3,91,85,248,10,45,37,56,5,23,12,77,98,-0.9,0.343,0.222,0.661,10,2.4,1,1.5,217,909,90,134,31, Indianapolis, Indiana,Shooting Guard,Kentucky,Chicago Bulls,0,no,male,Alive,6-2,188,85,189
February,28,Marquis Teague,1993,3,91,85,248,10,45,37,56,5,23,12,77,98,-0.9,0.343,0.222,0.661,10,2.4,1,1.5,217,909,90,134,31, Indianapolis, Indiana,Point Guard,Kentucky,Chicago Bulls,0,no,male,Alive,6-2,188,85,189
February,28,Jamaal Tinsley,1978,11,547,1759,4481,397,1326,737,1029,345,776,155,1375,1306,17.2,0.393,0.299,0.716,26.4,8.5,2.9,6.1,4652,14443,1605,3330,46, Brooklyn, New York,Point Guard,Iowa State,Indiana Pacers,0,no,male,Alive,6-3,190,88,195
February,28,Cassius Winston,1998,2,29,18,44,10,23,9,10,0,2,1,8,17,0.1,0.409,0.435,0.9,4.7,1.9,0.3,0.7,55,137,10,19,26, Detroit, Michigan,Point Guard,Michigan State,Washington Wizards,0,no,male,Alive,6-1,185,83,185
February,28,Angela Aycock,1973,2,12,0,7,0,5,4,4,1,2,0,6,8,-0.2,0,0,1,3.6,0.3,0.5,0.6,4,43,6,7,51, Dallas, Texas,Guard,Kansas,Seattle Storm,0,no,female,Alive,6-2,188,73,161
February,28,Leigh Aziz,1979,1,7,4,14,0,0,2,4,2,0,4,3,5,-0.1,0.286,,0.5,6.3,1.4,1.3,0.1,10,44,9,1,45, New York, New York,Forward,Syracuse,Indiana Fever,0,no,female,Alive,6-3,190,80,177
February,28,Nekeshia Henderson,1973,1,23,9,38,6,22,2,7,5,6,0,16,5,-0.3,0.237,0.273,0.286,7.8,1.1,0.9,1,26,179,21,22,51, Dallas, Texas,Guard,Texas,Houston Comets,0,no,female,Alive,5-8,173,,
February,29,Chucky Brown,1968,13,694,1712,3487,22,97,679,972,665,228,216,537,1177,19,0.491,0.227,0.699,17.2,5.9,3.1,0.8,4125,11962,2148,549,56, New York, New York,Small Forward,NC State,Cleveland Cavaliers,57,yes,male,Alive,6-7,201,97,214
February,29,Chucky Brown,1968,13,694,1712,3487,22,97,679,972,665,228,216,537,1177,19,0.491,0.227,0.699,17.2,5.9,3.1,0.8,4125,11962,2148,549,56, New York, New York,Power Forward,NC State,Cleveland Cavaliers,57,yes,male,Alive,6-7,201,97,214
February,29,John Chaney,1920,1,16,25,86,,,20,29,,,,,23,-0.1,0.291,,0.69,,4.4,,1.3,4.4,,,1.3,84, Zachary, Louisiana,Forward,LSU,Sheboygan Red Skins,,no,male,Dead,6-3,190,83,185
February,29,John Chaney,1920,1,16,25,86,,,20,29,,,,,23,-0.1,0.291,,0.69,,4.4,,1.3,4.4,,,1.3,84, Zachary, Louisiana,Center,LSU,Sheboygan Red Skins,,no,male,Dead,6-3,190,83,185
February,29,Vonteego Cummings,1976,3,199,521,1359,109,340,230,317,118,176,32,259,387,2.2,0.383,0.321,0.726,19,6.9,1.9,2.7,1381,3789,373,534,48, Thomson, Georgia,Point Guard,Pitt,Golden State Warriors,16,no,male,Alive,6-3,190,83,185
February,29,Tyrese Haliburton,2000,5,303,1897,4009,760,1964,693,809,195,437,175,669,404,32.1,0.473,0.387,0.857,33.1,17.3,3.7,8.7,5512,10452,1155,2763,24, Oshkosh, Wisconsin,Point Guard,Iowa State,Indiana Pacers,101,no,male,Alive,6-5,196,83,185
February,29,Tyrese Haliburton,2000,5,303,1897,4009,760,1964,693,809,195,437,175,669,404,32.1,0.473,0.387,0.857,33.1,17.3,3.7,8.7,5512,10452,1155,2763,24, Oshkosh, Wisconsin,Shooting Guard,Iowa State,Indiana Pacers,101,no,male,Alive,6-5,196,83,185
February,29,Taylor Lilley,1988,1,21,23,58,14,43,10,11,3,11,1,16,18,0,0.397,0.326,0.909,10.8,3.3,0.9,0.7,70,227,18,15,36, Van Nuys, California,Guard,Oregon,Phoenix Mercury,0,no,female,Alive,5-6,168,58,130
February,29,Nuria Martinez,1984,2,16,6,34,3,21,12,18,0,5,0,12,22,-0.4,0.176,0.143,0.667,8.1,1.7,0.7,0.7,27,130,11,11,40, Barcelona, Spain,Guard,,Minnesota Lynx,0,no,female,Alive,5-9,175,65,145
February,29,Tausha Mills,1976,5,99,95,248,0,1,77,119,116,29,14,93,215,0.4,0.383,0,0.647,8.8,2.7,2.6,0.2,267,867,261,24,48, Dallas, Texas,Center,Alabama,Detroit Shock,0,no,female,Alive,6-3,190,105,232
March,1,Travis Diener,1982,5,179,298,768,164,465,94,111,39,76,9,99,200,5.6,0.388,0.353,0.847,14.9,4.8,1.4,2.4,854,2660,243,432,42, Fond du Lac, Wisconsin,Point Guard,Marquette,Indiana Pacers,0,no,male,Alive,6-1,185,79,175
March,1,Chris Engler,1959,5,195,138,336,0,0,67,99,137,32,42,91,274,0.6,0.411,,0.677,7.2,1.8,2,0.2,343,1405,386,45,65, Stillwater, Minnesota,Center,,New Jersey Nets,,no,male,Alive,6-11,211,111,245
March,1,Vincenzo Esposito,1969,1,30,36,100,13,56,31,39,4,7,0,39,27,-0.6,0.36,0.232,0.795,9.4,3.9,0.5,0.8,116,282,16,23,55, Caserta, Italy,Point Guard,,Toronto Raptors,,no,male,Alive,6-3,190,89,198
March,1,Willie Long,1950,3,213,902,2144,0,5,614,793,453,54,13,389,606,6.9,0.421,0,0.774,23.6,11.4,6,1,2418,5033,1269,209,74, Fort Wayne, Indiana,Power Forward,New Mexico,Denver Rockets,,no,male,Alive,6-8,203,102,225
March,1,Willie Long,1950,3,213,902,2144,0,5,614,793,453,54,13,389,606,6.9,0.421,0,0.774,23.6,11.4,6,1,2418,5033,1269,209,74, Fort Wayne, Indiana,Small Forward,New Mexico,Denver Rockets,,no,male,Alive,6-8,203,102,225
March,1,John Olive,1955,2,35,13,42,0,0,18,23,3,4,0,15,34,-0.2,0.31,,0.783,5.8,1.3,0.6,0.1,44,204,20,3,69, Philadelphia, Pennsylvania,Small Forward,Villanova,San Diego Clippers,,no,male,Alive,6-7,201,95,210
March,1,Chris Owens,1979,1,1,2,3,0,0,0,0,1,0,0,1,0,0,0.667,,,6,4,1,0,4,6,1,0,45, Akron, Ohio,Small Forward,,Memphis Grizzlies,,no,male,Alive,6-7,201,111,245
March,1,Ray Radziszewski,1935,1,1,0,3,,,0,0,,,,,1,-0.1,0,,,6,0,2,1,0,6,2,1,89, Jersey City, New Jersey,Forward,Saint Joseph's,Philadelphia Warriors,,no,male,Alive,6-5,196,95,210
March,1,Wally Rank,1958,1,25,21,57,0,0,13,28,17,7,1,26,33,-0.4,0.368,,0.464,6.1,2.2,1.2,0.7,55,153,30,17,66, Fort Ord, California,Small Forward,San Jose State,San Diego Clippers,,no,male,Alive,6-6,198,99,220
March,1,Jeremy Richardson,1984,3,45,33,99,15,39,5,8,3,4,0,10,21,-0.3,0.333,0.385,0.625,5.4,1.9,0.6,0.1,86,245,25,5,40, Allentown, Pennsylvania,Small Forward,Delta State University,Orlando Magic,1,no,male,Alive,6-6,198,83,185
March,1,Jeremy Richardson,1984,3,45,33,99,15,39,5,8,3,4,0,10,21,-0.3,0.333,0.385,0.625,5.4,1.9,0.6,0.1,86,245,25,5,40, Allentown, Pennsylvania,Shooting Guard,Delta State University,Orlando Magic,1,no,male,Alive,6-6,198,83,185
March,1,Fred Scolari,1922,9,534,2132,6651,,,1750,2139,,,,,1482,33.5,0.321,,0.818,26.4,11.3,2.7,2.6,6014,6573,857,1406,80, San Francisco, California,Point Guard,San Francisco,Washington Capitols,,no,male,Dead,5-10,178,81,180
March,1,Jeff Slade,1941,1,3,2,5,,,0,1,,,,,3,0,0.4,,0,6.7,1.3,2.3,0,4,20,7,0,70, Chicago Heights, Illinois,Forward,Kenyon College,Chicago Zephyrs,,no,male,Dead,6-6,198,99,220
March,1,Jarvis Varnado,1988,2,37,39,67,0,0,29,56,21,11,31,16,72,0.7,0.582,,0.518,10.7,2.9,1.9,0.4,107,397,72,16,36, Fairfax, Virginia,Power Forward,Mississippi State,Philadelphia 76ers,,yes,male,Alive,6-9,206,104,230
March,1,Chris Webber,1973,15,831,7192,15024,264,883,2534,3906,2271,1197,1200,2313,2700,84.7,0.479,0.299,0.649,37.1,20.7,9.8,4.2,17182,30847,8124,3526,51, Detroit, Michigan,Power Forward,Michigan,Sacramento Kings,1012,no,male,Alive,6-10,208,111,245
March,1,Chris Webber,1973,15,831,7192,15024,264,883,2534,3906,2271,1197,1200,2313,2700,84.7,0.479,0.299,0.649,37.1,20.7,9.8,4.2,17182,30847,8124,3526,51, Detroit, Michigan,Center,Michigan,Sacramento Kings,1012,no,male,Alive,6-10,208,111,245
March,1,Brian Winters,1952,9,650,4490,9457,114,314,1443,1713,470,792,190,1014,1830,38.6,0.475,,0.842,30.7,16.2,2.6,4.1,10537,19938,1688,2674,72, Rockaway, New York,Shooting Guard,South Carolina,Milwaukee Bucks,,no,male,Alive,6-4,193,83,185
March,1,Yolanda Griffith,1970,11,311,1503,2971,0,5,1232,1728,1049,529,323,655,994,59.4,0.506,0,0.713,28.8,13.6,7.9,1.5,4238,8956,2444,453,54, Chicago, Illinois,Center-Forward,Florida Atlantic University,Indiana Fever,0,no,female,Alive,6-4,193,79,175
March,1,Nicole Kubik,1978,2,7,2,7,0,2,4,4,0,4,0,6,11,0,0.286,0,1,5.7,1.1,0.6,1,8,40,4,7,46, Cambridge, Nebraska,Guard,Nebraska,Phoenix Mercury,0,no,female,Alive,5-9,175,65,145
March,2,Nicolas Brussino,1993,2,58,52,143,29,97,17,22,26,17,8,26,43,0.6,0.364,0.299,0.773,9.2,2.6,1.7,0.8,150,531,98,47,31, Santa Fe, Argentina,Small Forward,,Atlanta Hawks,1,no,male,Alive,6-7,201,88,195
March,2,Nicolas Brussino,1993,2,58,52,143,29,97,17,22,26,17,8,26,43,0.6,0.364,0.299,0.773,9.2,2.6,1.7,0.8,150,531,98,47,31, Santa Fe, Argentina,Shooting Guard,,Atlanta Hawks,1,no,male,Alive,6-7,201,88,195
March,2,Ned Endress,1918,1,16,3,25,,,8,15,,,,,13,-0.1,0.12,,0.533,,0.9,,0.3,0.9,,,0.3,92, Akron, Ohio,Forward,University of Akron,Cleveland Rebels,,no,male,Dead,6-2,188,90,200
March,2,Ned Endress,1918,1,16,3,25,,,8,15,,,,,13,-0.1,0.12,,0.533,,0.9,,0.3,0.9,,,0.3,92, Akron, Ohio,Guard,University of Akron,Cleveland Rebels,,no,male,Dead,6-2,188,90,200
March,2,John Hazen,1927,1,6,6,17,,,6,7,,,,,10,0.2,0.353,,0.857,,3,,0.5,3,,,0.5,71, Chicago, Illinois,Guard,Indiana State University,Boston Celtics,,no,male,Dead,6-2,188,78,172
March,2,Jonas Jerebko,1987,9,635,1465,3203,400,1101,589,765,763,321,153,438,1225,25.8,0.457,0.363,0.77,17.8,6.2,4,0.8,3919,11323,2522,525,37, Kinna, Sweden,Power Forward,,Detroit Pistons,131,no,male,Alive,6-10,208,104,231
March,2,Mike McCarron,1922,2,68,239,853,,,180,293,,,,,189,4.3,0.28,,0.614,,9.7,,0.9,9.7,,,0.9,69, New York, New York,Guard,Seton Hall,St. Louis Bombers,,no,male,Dead,5-11,180,81,180
March,2,Dexter Pittman,1988,4,50,49,109,0,0,18,33,38,8,8,22,83,0.5,0.45,,0.545,6.9,2.3,1.8,0.2,116,347,89,9,36, Rosenberg, Texas,Center,Texas,Miami Heat,,yes,male,Alive,6-11,211,139,308
March,2,Dwayne Polee,1963,1,1,1,4,0,3,0,0,0,1,0,1,3,0,0.25,0,,6,2,0,0,2,6,0,0,61, Los Angeles, California,Shooting Guard,,Los Angeles Clippers,,no,male,Alive,6-5,196,81,180
March,2,Jason Smith,1986,11,616,1572,3360,84,252,549,701,656,208,408,507,1337,14.1,0.468,0.333,0.783,16.3,6.1,3.4,0.7,3777,10029,2075,453,38, Greeley, Colorado,Center,Colorado State,New Orleans Pelicans,137,no,male,Alive,7-0,213,108,240
March,2,Jason Smith,1986,11,616,1572,3360,84,252,549,701,656,208,408,507,1337,14.1,0.468,0.333,0.783,16.3,6.1,3.4,0.7,3777,10029,2075,453,38, Greeley, Colorado,Power Forward,Colorado State,New Orleans Pelicans,137,no,male,Alive,7-0,213,108,240
March,2,Dominique Canty,1977,14,380,926,2409,17,96,910,1307,354,358,36,687,831,11.9,0.384,0.177,0.696,24,7.3,2.5,2.8,2779,9102,966,1051,47, Chicago, Illinois,Guard,Alabama,Washington Mystics,0,no,female,Alive,5-9,175,75,166
March,2,Tianna Hawkins,1991,10,297,706,1520,167,530,246,288,318,143,75,303,662,11.2,0.464,0.315,0.854,15.1,6.1,3.4,0.7,1825,4494,999,201,33, Washington, District of Columbia,Forward,Maryland,Atlanta Dream,0,no,female,Alive,6-3,190,84,186
March,2,Arike Ogunbowale,1997,6,195,1368,3481,497,1419,781,910,119,300,19,445,492,17.9,0.393,0.35,0.858,34.4,20.6,3.3,3.9,4014,6705,650,770,27, Milwaukee, Wisconsin,Guard,Notre Dame,Dallas Wings,0,no,female,Alive,5-8,173,74,165
March,3,Don Carlos,1944,1,56,207,505,0,3,214,283,122,,,140,231,2.7,0.41,0,0.756,27.3,11.2,5,2.8,628,1527,279,159,80, Columbus, Ohio,Shooting Guard,Otterbein College,Houston Mavericks,,no,male,Alive,6-5,196,95,210
March,3,Cornelius Cash,1952,1,6,9,23,,,3,6,8,2,1,,8,0,0.391,,0.5,8.2,3.5,2.7,0.2,21,49,16,1,72, Macon, Mississippi,Power Forward,Bowling Green,Detroit Pistons,,no,male,Alive,6-8,203,97,215
March,3,Pete Darcey,1930,1,12,3,18,,,5,9,,,,,29,-0.2,0.167,,0.556,7.5,0.9,0.8,0.2,11,90,10,2,79, Oklahoma City, Oklahoma,Center,Oklahoma State,Milwaukee Hawks,,no,male,Dead,6-7,201,98,217
March,3,Billy Evans,1947,1,53,32,87,0,2,38,70,17,,,47,89,0.4,0.368,0,0.543,11.4,1.9,0.7,1.9,102,602,39,100,77,,,Point Guard,Boston College,New York Nets,,no,male,Alive,6-0,183,77,170
March,3,Markus Howard,1999,2,68,79,207,46,135,27,32,3,13,1,25,40,0,0.382,0.341,0.844,5.6,3.4,0.5,0.4,231,381,33,25,25, Morristown, New Jersey,Shooting Guard,Marquette,Denver Nuggets,0,no,male,Alive,5-10,178,79,175
March,3,Jim Jarvis,1943,2,125,279,745,31,95,139,173,60,,,119,240,0.9,0.374,0.326,0.803,13.8,5.8,1.9,1.2,728,1729,235,152,81, Roseburg, Oregon,Point Guard,Oregon State,Los Angeles Stars,,yes,male,Alive,6-1,185,79,175
March,3,Cameron Johnson,1996,6,318,1383,3048,742,1873,496,587,238,257,98,273,536,20.9,0.454,0.396,0.845,26.3,12.6,3.9,1.8,4146,8593,1271,598,28, Moon Township, Pennsylvania,Power Forward,,Brooklyn Nets,112,no,male,Alive,6-8,203,95,210
March,3,Corey Kispert,1999,4,269,1067,2247,532,1392,287,359,138,129,54,241,389,8.6,0.475,0.382,0.799,25.9,11,2.8,1.5,3149,7374,800,415,25, Edmonds, Washington,Small Forward,Gonzaga,Washington Wizards,51,no,male,Alive,6-7,201,99,220
March,3,Johnny Moore,1958,9,520,1998,4343,94,374,800,1123,391,1017,116,1163,1325,30.1,0.46,0.251,0.712,25.8,9.4,3,7.4,4890,13430,1548,3866,66, Altoona, Pennsylvania,Point Guard,Texas,San Antonio Spurs,,no,male,Alive,6-1,185,79,175
March,3,Dan O'Sullivan,1968,4,45,27,68,0,1,26,35,22,4,5,12,45,0.3,0.397,0,0.743,6.6,1.8,1.4,0.2,80,297,65,10,56, Bronx, New York,Center,Fordham,Toronto Raptors,,no,male,Alive,6-10,208,113,250
March,3,Frank Radovich,1938,1,37,37,93,,,13,26,,,,,27,0,0.398,,0.5,4.7,2.4,1.4,0.1,87,175,51,4,86,,,Forward,Indiana,Philadelphia Warriors,,no,male,Alive,6-8,203,106,235
March,3,Jayson Tatum,1998,8,555,4511,9805,1448,3882,2523,3006,489,618,368,1298,1170,62,0.46,0.373,0.839,34.4,23.4,7.3,3.7,13344,19598,4155,2135,26, St. Louis, Missouri,Small Forward,Duke,Boston Celtics,545,yes,male,Alive,6-8,203,95,210
March,3,Jayson Tatum,1998,8,555,4511,9805,1448,3882,2523,3006,489,618,368,1298,1170,62,0.46,0.373,0.839,34.4,23.4,7.3,3.7,13344,19598,4155,2135,26, St. Louis, Missouri,Power Forward,Duke,Boston Celtics,545,yes,male,Alive,6-8,203,95,210
March,3,Jordan Walsh,2004,2,40,25,67,13,45,6,12,17,13,9,10,29,0.5,0.373,0.289,0.5,8.6,1.7,1.4,0.4,75,390,64,17,20, DeSoto, Texas,Small Forward,Arkansas,Boston Celtics,6,yes,male,Alive,6-7,201,92,205
March,3,Jordan Walsh,2004,2,40,25,67,13,45,6,12,17,13,9,10,29,0.5,0.373,0.289,0.5,8.6,1.7,1.4,0.4,75,390,64,17,20, DeSoto, Texas,Power Forward,Arkansas,Boston Celtics,6,yes,male,Alive,6-7,201,92,205
March,3,Willie Wise,1947,9,552,3715,7813,21,96,2276,3143,1458,257,77,1255,1788,48.7,0.475,,0.724,33.4,17.6,8.3,2.9,9727,18438,4578,1594,77, San Francisco, California,Small Forward,,Utah Stars,,yes,male,Alive,6-5,196,95,210
March,3,Willie Wise,1947,9,552,3715,7813,21,96,2276,3143,1458,257,77,1255,1788,48.7,0.475,,0.724,33.4,17.6,8.3,2.9,9727,18438,4578,1594,77, San Francisco, California,Power Forward,,Utah Stars,,yes,male,Alive,6-5,196,95,210
March,4,Guillermo Diaz,1985,1,6,1,4,0,1,3,5,2,0,0,0,0,0,0.25,0,0.6,3,0.8,0.3,0.2,5,18,2,1,39, San Juan, Puerto Rico,Shooting Guard,Miami (FL),Los Angeles Clippers,,no,male,Alive,6-2,188,87,192
March,4,Alex Garcia,1980,2,10,19,59,5,18,4,6,7,6,1,9,15,-0.1,0.322,0.278,0.667,15.9,4.7,1.5,1.8,47,159,15,18,44, Orlandia, Brazil,Shooting Guard,,New Orleans Hornets,1,no,male,Alive,6-3,190,99,220
March,4,Draymond Green,1990,13,847,2715,6031,708,2199,1200,1693,925,1119,856,1937,2422,62.4,0.45,0.322,0.709,28.6,8.7,6.9,5.6,7434,24545,5928,4815,34, Saginaw, Michigan,Power Forward,Michigan State,Golden State Warriors,332,yes,male,Alive,6-6,198,104,230
March,4,Draymond Green,1990,13,847,2715,6031,708,2199,1200,1693,925,1119,856,1937,2422,62.4,0.45,0.322,0.709,28.6,8.7,6.9,5.6,7434,24545,5928,4815,34, Saginaw, Michigan,Small Forward,Michigan State,Golden State Warriors,332,yes,male,Alive,6-6,198,104,230
March,4,Trenton Hassell,1979,9,644,1549,3480,95,299,548,716,541,282,272,597,1399,13.8,0.445,0.318,0.765,25.3,5.8,2.8,1.8,3741,16278,1826,1132,45, Clarksville, Tennessee,Shooting Guard,Austin Peay State University,Minnesota Timberwolves,106,no,male,Alive,6-5,196,90,200
March,4,Trenton Hassell,1979,9,644,1549,3480,95,299,548,716,541,282,272,597,1399,13.8,0.445,0.318,0.765,25.3,5.8,2.8,1.8,3741,16278,1826,1132,45, Clarksville, Tennessee,Small Forward,Austin Peay State University,Minnesota Timberwolves,106,no,male,Alive,6-5,196,90,200
March,4,Kevin Johnson,1966,12,735,4512,9160,160,524,3943,4691,487,1082,176,2258,1541,92.8,0.493,0.305,0.841,34.1,17.9,3.3,9.1,13127,25061,2404,6711,58, Sacramento, California,Point Guard,California,Phoenix Suns,1,no,male,Alive,6-1,185,81,180
March,4,Gal Mekel,1988,2,35,33,106,5,23,8,12,5,6,1,33,32,-0.7,0.311,0.217,0.667,9.6,2.3,0.8,2.2,79,335,28,76,36, Petah Tikva, Israel,Point Guard,Wichita State,New Orleans Pelicans,0,no,male,Alive,6-3,190,86,191
March,4,Jack Parkinson,1924,1,4,1,12,,,1,1,,,,,3,-0.2,0.083,,1,,0.8,,0.5,0.8,,,0.5,73, Yorktown, Indiana,Guard,Kentucky,Indianapolis Olympians,,no,male,Dead,6-0,183,78,174
March,4,Frank Reddout,1931,1,7,5,6,,,3,4,,,,,6,0.3,0.833,,0.75,2.6,1.9,1.3,0,13,18,9,0,93, Naples, New York,Forward,Syracuse,Rochester Royals,,no,male,Alive,6-5,196,88,195
March,4,Jared Sullinger,1992,5,269,1172,2685,141,518,408,564,684,180,161,332,784,15.3,0.436,0.272,0.723,24.3,10.8,7.5,1.8,2893,6532,2006,477,32, Columbus, Ohio,Power Forward,Ohio State,Boston Celtics,47,no,male,Alive,6-9,206,117,260
March,4,Matisse Thybulle,1997,5,332,600,1378,278,823,108,159,186,510,270,186,632,13.2,0.435,0.338,0.679,21,4.8,2,1.1,1586,6957,658,360,27, Scottsdale, Arizona,Shooting Guard,Washington,Portland Trail Blazers,148,no,male,Alive,6-5,196,91,201
March,4,Matisse Thybulle,1997,5,332,600,1378,278,823,108,159,186,510,270,186,632,13.2,0.435,0.338,0.679,21,4.8,2,1.1,1586,6957,658,360,27, Scottsdale, Arizona,Small Forward,Washington,Portland Trail Blazers,148,no,male,Alive,6-5,196,91,201
March,4,Obi Toppin,1998,5,324,1033,1974,314,892,275,355,237,142,118,213,426,14.8,0.523,0.352,0.775,16.9,8.2,3.3,1.1,2795,5737,1133,386,26, Brooklyn, New York,Power Forward,Dayton,Indiana Pacers,341,no,male,Alive,6-9,206,99,220
March,4,Cara Consuegra,1979,1,15,0,5,0,2,2,4,1,4,0,11,4,-0.4,0,0,0.5,3.3,0.1,0.4,0.7,2,50,6,10,45, Mount Airy, Maryland,Guard,Iowa,Utah Starzz,0,no,female,Alive,5-8,173,,
March,4,Kristi Harrower,1975,7,189,224,610,90,285,133,175,58,127,11,227,182,5.4,0.367,0.316,0.76,18.1,3.6,1.7,2.4,671,3425,312,450,49, Bendigo, Australia,Guard,,Los Angeles Sparks,0,no,female,Alive,5-4,163,63,139
March,5,Joel Ayayi,2000,1,7,1,6,0,1,0,0,1,0,0,0,0,0,0.167,0,,2.9,0.3,0.4,0.6,2,20,3,4,24, Bordeaux, France,Shooting Guard,Gonzaga,Washington Wizards,0,no,male,Alive,6-5,196,81,180
March,5,Corey Brewer,1986,13,819,2684,6314,503,1774,1226,1720,613,1023,222,950,1768,22.5,0.425,0.284,0.713,22.9,8.7,2.8,1.5,7097,18771,2287,1250,38, Portland, Tennessee,Small Forward,Florida,Minnesota Timberwolves,393,no,male,Alive,6-9,206,84,186
March,5,Corey Brewer,1986,13,819,2684,6314,503,1774,1226,1720,613,1023,222,950,1768,22.5,0.425,0.284,0.713,22.9,8.7,2.8,1.5,7097,18771,2287,1250,38, Portland, Tennessee,Shooting Guard,Florida,Minnesota Timberwolves,393,no,male,Alive,6-9,206,84,186
March,5,Corey Brewer,1986,13,819,2684,6314,503,1774,1226,1720,613,1023,222,950,1768,22.5,0.425,0.284,0.713,22.9,8.7,2.8,1.5,7097,18771,2287,1250,38, Portland, Tennessee,Power Forward,Florida,Minnesota Timberwolves,393,no,male,Alive,6-9,206,84,186
March,5,Leroy Chollet,1925,2,63,67,230,,,47,75,,,,,81,0.2,0.291,,0.627,,2.9,1.1,0.8,2.9,,1.1,0.8,73, New Orleans, Louisiana,Forward,Canisius,Syracuse Nationals,,no,male,Dead,6-2,188,86,190
March,5,Larry Drew II,1990,2,22,27,82,7,35,2,3,4,6,0,28,19,-0.5,0.329,0.2,0.667,13.1,2.9,0.8,2.5,63,289,18,55,34, Los Angeles, California,Point Guard,,New Orleans Pelicans,0,no,male,Alive,6-2,188,81,180
March,5,Charles Dudley,1950,6,361,686,1380,,,536,798,403,284,13,227,722,14,0.497,,0.672,17.6,5.3,3,3.4,1908,6337,1089,1230,74, Harrisburg, Pennsylvania,Point Guard,Washington,Golden State Warriors,,no,male,Alive,6-2,188,81,180
March,5,Corsley Edwards,1979,1,10,10,31,0,0,7,12,12,3,4,2,19,0.1,0.323,,0.583,11,2.7,2.5,0.3,27,110,25,3,45, Baltimore, Maryland,Center,Central Connecticut State University,New Orleans Hornets,,no,male,Alive,6-9,206,124,275
March,5,Brian Grant,1972,12,756,3103,6332,6,28,1721,2306,1834,455,561,1235,2409,54.5,0.49,0.214,0.746,28.3,10.5,7.4,1.2,7933,21417,5622,923,52, Columbus, Ohio,Power Forward,Xavier,Miami Heat,293,no,male,Alive,6-9,206,115,254
March,5,Brian Grant,1972,12,756,3103,6332,6,28,1721,2306,1834,455,561,1235,2409,54.5,0.49,0.214,0.746,28.3,10.5,7.4,1.2,7933,21417,5622,923,52, Columbus, Ohio,Center,Xavier,Miami Heat,293,no,male,Alive,6-9,206,115,254
March,5,Brian Grant,1972,12,756,3103,6332,6,28,1721,2306,1834,455,561,1235,2409,54.5,0.49,0.214,0.746,28.3,10.5,7.4,1.2,7933,21417,5622,923,52, Columbus, Ohio,Small Forward,Xavier,Miami Heat,293,no,male,Alive,6-9,206,115,254
March,5,Carroll Hooser,1944,1,56,128,297,1,1,59,83,,,,49,139,0.9,0.431,1,0.711,12.9,5.6,3.9,0.5,316,720,216,29,80, Dallas, Texas,Power Forward,SMU,Dallas Chaparrals,,no,male,Alive,6-7,201,104,230
March,5,Cedric Jackson,1986,1,12,6,20,1,6,7,12,2,3,2,11,7,-0.2,0.3,0.167,0.583,6.2,1.7,0.7,1.2,20,74,8,14,38, Alamogordo, New Mexico,Point Guard,,Washington Wizards,0,no,male,Alive,6-3,190,86,191
