month,day,player,year_born,years_played,games_played,field_goals,field_goal_attempts,3point_field_goals,3point_field_goal_attempts,free_throws,free_throw_attempts,offensive_rebounds,steals,blocks,turnovers,personal_fouls,win_shares,field_goal_percent,3point_field_goal_percent,free_throw_percent,minutes_played_per_game,points_per_game,total_rebounds_per_game,assists_per_game,points,minutes_played,total_rebounds,assists,age,city,region,position,college,team_recent,dunkattempts,championship,sex,status,height_default,height_cm,weight_kg,weight_lb
October,30,John Duren,1958,3,201,317,729,3,25,75,100,60,104,11,205,400,-0.8,0.435,0.12,0.75,14.7,3.5,1.1,2,712,2947,226,411,66, Washington, District of Columbia,Point Guard,Georgetown,Utah Jazz,,no,male,Alive,6-3,190,88,195
October,30,Jarell Eddie,1991,3,34,26,86,19,65,16,17,3,7,1,2,6,0.2,0.302,0.292,0.941,6.4,2.6,0.9,0.1,87,218,31,5,33, Tampa, Florida,Small Forward,Virginia Tech,Chicago Bulls,0,no,male,Alive,6-7,201,98,218
October,30,Kevin Edwards,1965,11,604,2650,6259,176,525,1120,1395,516,825,197,1138,1028,12.5,0.423,0.335,0.803,25.4,10.9,2.7,2.7,6596,15332,1653,1609,59, Cleveland Heights, Ohio,Shooting Guard,DePaul,Miami Heat,3,no,male,Alive,6-3,190,86,190
October,30,Kevin Edwards,1965,11,604,2650,6259,176,525,1120,1395,516,825,197,1138,1028,12.5,0.423,0.335,0.803,25.4,10.9,2.7,2.7,6596,15332,1653,1609,59, Cleveland Heights, Ohio,Point Guard,DePaul,Miami Heat,3,no,male,Alive,6-3,190,86,190
October,30,Petur Gudmundsson,1958,4,150,251,508,1,2,190,252,166,35,96,195,400,2.1,0.494,0.5,0.754,13.7,4.6,3.8,1,693,2060,563,153,66, Reykjavik, Iceland,Center,Washington,San Antonio Spurs,,no,male,Alive,7-2,218,117,260
October,30,J.R. Henderson,1976,1,30,35,96,2,5,25,45,20,9,4,18,29,-0.2,0.365,0.4,0.556,11,3.2,1.6,0.7,97,331,47,22,48, Bakersfield, California,Small Forward,UCLA,Vancouver Grizzlies,7,no,male,Alive,6-8,203,102,226
October,30,Monk Meineke,1930,5,343,790,2154,,,758,1003,,,,,1047,14.9,0.367,,0.756,19.8,6.8,4.7,1.3,2338,6782,1626,433,82, Dayton, Ohio,Power Forward,Dayton,Fort Wayne Pistons,,no,male,Dead,6-7,201,94,208
October,30,George Peeples,1943,6,309,931,2111,0,11,640,1002,638,,,497,808,11,0.441,0,0.639,22.4,8.1,7.3,1,2502,6935,2242,304,81, Georgia,,Center,Iowa,Carolina Cougars,,no,male,Alive,6-7,201,86,190
October,30,Ryan Reid,1986,1,5,4,5,0,0,0,0,1,0,0,1,1,0.1,0.8,,,3.4,1.6,0.4,0,8,17,2,0,38, Lauderdale Lakes, Florida,Power Forward,Florida State,Oklahoma City Thunder,,no,male,Alive,6-8,203,105,232
October,30,Kareem Rush,1980,7,346,876,2189,288,805,173,246,104,150,74,298,459,1.7,0.4,0.358,0.703,17.2,6.4,1.7,1,2213,5956,572,353,44, Kansas City, Missouri,Shooting Guard,Missouri,Los Angeles Lakers,27,no,male,Alive,6-6,198,97,215
October,30,Kareem Rush,1980,7,346,876,2189,288,805,173,246,104,150,74,298,459,1.7,0.4,0.358,0.703,17.2,6.4,1.7,1,2213,5956,572,353,44, Kansas City, Missouri,Point Guard,Missouri,Los Angeles Lakers,27,no,male,Alive,6-6,198,97,215
October,30,Tomas Satoransky,1991,6,388,997,2132,237,670,445,543,312,309,60,513,658,17.9,0.468,0.354,0.82,22.2,6.9,2.9,4.1,2676,8617,1117,1586,33, Prague, Czechia,Shooting Guard,,Washington Wizards,75,no,male,Alive,6-7,201,95,210
October,30,Tomas Satoransky,1991,6,388,997,2132,237,670,445,543,312,309,60,513,658,17.9,0.468,0.354,0.82,22.2,6.9,2.9,4.1,2676,8617,1117,1586,33, Prague, Czechia,Point Guard,,Washington Wizards,75,no,male,Alive,6-7,201,95,210
October,30,Tomas Satoransky,1991,6,388,997,2132,237,670,445,543,312,309,60,513,658,17.9,0.468,0.354,0.82,22.2,6.9,2.9,4.1,2676,8617,1117,1586,33, Prague, Czechia,Small Forward,,Washington Wizards,75,no,male,Alive,6-7,201,95,210
October,30,Brice Sensabaugh,2003,2,64,202,470,94,267,68,74,36,30,9,97,88,0.2,0.43,0.352,0.919,18.4,8.8,3,1.6,676,1417,222,113,21, Orlando, Florida,Small Forward,Ohio State,Utah Jazz,4,no,male,Alive,6-6,198,106,235
October,30,Keith Swagerty,1945,2,80,364,892,0,6,259,424,327,,,114,242,2.3,0.408,0,0.611,31,12.3,10.4,1.2,987,2477,828,95,79, San Jose, California,Power Forward,University of the Pacific,Kentucky Colonels,,no,male,Alive,6-7,201,106,235
October,30,Maurice Taylor,1976,9,534,2471,5298,5,33,942,1324,791,246,259,973,1603,9.9,0.466,0.152,0.711,25,11,4.6,1.2,5889,13324,2452,623,48, Detroit, Michigan,Power Forward,Michigan,Houston Rockets,299,no,male,Alive,6-9,206,117,260
October,30,Maurice Taylor,1976,9,534,2471,5298,5,33,942,1324,791,246,259,973,1603,9.9,0.466,0.152,0.711,25,11,4.6,1.2,5889,13324,2452,623,48, Detroit, Michigan,Center,Michigan,Houston Rockets,299,no,male,Alive,6-9,206,117,260
October,30,Maurice Taylor,1976,9,534,2471,5298,5,33,942,1324,791,246,259,973,1603,9.9,0.466,0.152,0.711,25,11,4.6,1.2,5889,13324,2452,623,48, Detroit, Michigan,Small Forward,Michigan,Houston Rockets,299,no,male,Alive,6-9,206,117,260
October,30,Terry Tyler,1956,11,871,3831,7915,10,82,1196,1702,1609,801,1342,1140,1937,40.8,0.484,,0.703,25,10.2,5.4,1.2,8868,21740,4675,1039,68, Detroit, Michigan,Small Forward,Detroit Mercy,Detroit Pistons,,no,male,Alive,6-7,201,97,215
October,30,Terry Tyler,1956,11,871,3831,7915,10,82,1196,1702,1609,801,1342,1140,1937,40.8,0.484,,0.703,25,10.2,5.4,1.2,8868,21740,4675,1039,68, Detroit, Michigan,Power Forward,Detroit Mercy,Detroit Pistons,,no,male,Alive,6-7,201,97,215
October,30,Tamera Young,1986,12,372,1029,2584,64,213,519,757,412,305,83,501,847,6.7,0.398,0.3,0.686,22,7.1,3.9,1.5,2641,8195,1433,551,38, Wilmington, North Carolina,Forward,James Madison University,Seattle Storm,0,no,female,Alive,6-2,188,79,175
October,31,Cole Aldrich,1988,8,339,435,825,0,0,180,244,334,137,233,199,509,9.6,0.527,,0.738,10,3.1,3.3,0.5,1050,3389,1131,183,36, Burnsville, Minnesota,Center,Kansas,Minnesota Timberwolves,96,no,male,Alive,6-11,211,113,250
October,31,Antonio Davis,1968,13,903,3187,7120,2,23,2665,3668,2323,430,889,1346,2551,59.6,0.448,0.087,0.727,28.9,10,7.5,1.1,9041,26084,6755,1017,56, Oakland, California,Power Forward,Texas-El Paso,Toronto Raptors,604,no,male,Alive,6-9,206,97,215
October,31,Antonio Davis,1968,13,903,3187,7120,2,23,2665,3668,2323,430,889,1346,2551,59.6,0.448,0.087,0.727,28.9,10,7.5,1.1,9041,26084,6755,1017,56, Oakland, California,Center,Texas-El Paso,Toronto Raptors,604,no,male,Alive,6-9,206,97,215
October,31,Milton Doyle,1993,1,10,13,47,4,23,4,8,3,6,2,2,13,-0.1,0.277,0.174,0.5,12.5,3.4,1.8,1,34,125,18,10,31, Chicago, Illinois,Shooting Guard,Loyola Chicago,Brooklyn Nets,0,yes,male,Alive,6-4,193,83,185
October,31,Blue Edwards,1965,10,704,3021,6362,304,908,1239,1590,698,728,297,1187,1923,24.2,0.475,0.335,0.779,26.1,10.8,3.4,2,7585,18409,2376,1409,59, Washington, District of Columbia,Small Forward,East Carolina University,Utah Jazz,34,no,male,Alive,6-4,193,90,200
October,31,Blue Edwards,1965,10,704,3021,6362,304,908,1239,1590,698,728,297,1187,1923,24.2,0.475,0.335,0.779,26.1,10.8,3.4,2,7585,18409,2376,1409,59, Washington, District of Columbia,Shooting Guard,East Carolina University,Utah Jazz,34,no,male,Alive,6-4,193,90,200
October,31,Alphonso Ford,1971,2,11,16,52,1,10,2,4,8,3,0,9,7,-0.4,0.308,0.1,0.5,10.4,3.2,1.8,0.9,35,114,20,10,32, Greenwood, Mississippi,Shooting Guard,Mississippi Valley State University,Philadelphia 76ers,,no,male,Dead,6-1,185,86,190
October,31,Alphonso Ford,1971,2,11,16,52,1,10,2,4,8,3,0,9,7,-0.4,0.308,0.1,0.5,10.4,3.2,1.8,0.9,35,114,20,10,32, Greenwood, Mississippi,Point Guard,Mississippi Valley State University,Philadelphia 76ers,,no,male,Dead,6-1,185,86,190
October,31,Steven Hunter,1981,8,400,735,1313,0,1,347,715,482,49,422,249,656,10.6,0.56,0,0.485,15,4.5,3.2,0.2,1817,5993,1264,79,43, Chicago, Illinois,Center,DePaul,Orlando Magic,333,no,male,Alive,7-0,213,99,220
October,31,Steven Hunter,1981,8,400,735,1313,0,1,347,715,482,49,422,249,656,10.6,0.56,0,0.485,15,4.5,3.2,0.2,1817,5993,1264,79,43, Chicago, Illinois,Power Forward,DePaul,Orlando Magic,333,no,male,Alive,7-0,213,99,220
October,31,Luke Jackson,1941,8,522,2004,4824,,,1162,1610,,,,,1564,22.3,0.415,,0.722,26.4,9.9,8.8,1.6,5170,13783,4613,818,80, San Marcos, Texas,Power Forward,University of Texas Rio Grande Valley,Philadelphia 76ers,,yes,male,Dead,6-9,206,108,240
October,31,Luke Jackson,1941,8,522,2004,4824,,,1162,1610,,,,,1564,22.3,0.415,,0.722,26.4,9.9,8.8,1.6,5170,13783,4613,818,80, San Marcos, Texas,Center,University of Texas Rio Grande Valley,Philadelphia 76ers,,yes,male,Dead,6-9,206,108,240
October,31,Yvon Joseph,1957,1,1,0,0,0,0,2,2,0,0,0,0,1,0,,,1,5,2,0,0,2,5,0,0,67, Cap-Haitian, Haiti,Center,Georgia Tech,New Jersey Nets,,no,male,Alive,6-11,211,111,245
October,31,John Lucas,1953,14,928,3905,8696,244,806,1897,2446,490,1273,73,1803,1691,53.7,0.449,,0.776,27.5,10.7,2.3,7,9951,25556,2151,6454,71, Durham, North Carolina,Point Guard,Maryland,Golden State Warriors,,no,male,Alive,6-3,190,79,175
October,31,John Lucas,1953,14,928,3905,8696,244,806,1897,2446,490,1273,73,1803,1691,53.7,0.449,,0.776,27.5,10.7,2.3,7,9951,25556,2151,6454,71, Durham, North Carolina,Shooting Guard,Maryland,Golden State Warriors,,no,male,Alive,6-3,190,79,175
October,31,Jack Molinas,1931,1,32,114,292,,,142,187,,,,,83,3.6,0.39,,0.759,29.9,11.6,7.1,1.6,370,958,228,51,43, New York, New York,Small Forward,Columbia University,Fort Wayne Pistons,,no,male,Dead,6-6,198,90,200
October,31,Andre Owens,1980,2,54,67,181,21,56,37,52,24,18,3,37,62,0.2,0.37,0.375,0.712,11.1,3.6,1.3,1,192,602,68,55,44, Indianapolis, Indiana,Point Guard,,Indiana Pacers,0,no,male,Alive,6-4,193,90,200
October,31,Clifford Rozier,1972,4,173,350,705,2,11,125,269,376,78,113,162,435,3.9,0.496,0.182,0.465,17.2,4.8,5.2,0.6,827,2984,897,98,45, Bradenton, Florida,Center,,Golden State Warriors,13,no,male,Dead,6-11,211,111,245
October,31,Carla Boyd,1975,3,83,181,501,47,150,83,123,86,62,20,122,204,2,0.361,0.313,0.675,21,5.9,2.6,1.6,492,1741,216,133,49, Wynyard, Australia,Forward,,Detroit Shock,0,no,female,Alive,6-1,185,78,172
October,31,Ally Malott,1992,2,47,44,115,21,59,17,21,11,9,6,26,27,0.2,0.383,0.356,0.81,8.4,2.7,1,0.4,128,395,49,17,32, Middletown, Ohio,Forward,Dayton,Washington Mystics,0,no,female,Alive,6-4,193,83,183
October,31,Audrey Sauret,1976,2,40,43,135,4,31,10,29,14,32,6,56,51,-1.2,0.319,0.129,0.345,15.5,2.5,1.3,1.5,100,620,53,61,48, Charleville-Mezieres, France,Guard,,Washington Mystics,0,no,female,Alive,5-11,180,,
October,31,Carla Thomas,1985,1,17,15,38,0,1,13,14,11,1,4,7,22,0.3,0.395,0,0.929,7.2,2.5,1.6,0.2,43,122,28,3,39, Mechanicsburg, Pennsylvania,Forward,Vanderbilt,Chicago Sky,0,no,female,Alive,6-3,190,90,200
October,31,Han Xu,1999,3,58,139,299,21,53,40,51,43,22,26,30,39,1.7,0.465,0.396,0.784,12.4,5.8,2.4,0.6,339,717,137,32,25, Shijiazhuang, China,Center,,New York Liberty,0,no,female,Alive,6-10,208,87,193
November,1,Gary Alexander,1969,1,11,8,14,0,0,3,9,7,3,0,8,10,0,0.571,,0.333,5,1.7,1.4,0.2,19,55,15,2,55, Jacksonville, Florida,Power Forward,South Florida,Cleveland Cavaliers,,no,male,Alive,6-7,201,108,240
November,1,Don Anielak,1930,1,1,0,4,,,3,4,,,,,0,-0.1,0,,0.75,10,3,2,0,3,10,2,0,65, St. Louis, Missouri,Forward,Missouri State,New York Knicks,,no,male,Dead,6-7,201,86,190
November,1,Curly Armstrong,1918,3,153,347,1176,,,346,500,,,,,466,7.1,0.295,,0.692,,6.8,2.3,2.3,6.8,,2.3,2.3,64, Fort Wayne, Indiana,Guard,Indiana,Fort Wayne Pistons,,no,male,Dead,5-11,180,77,170
November,1,Curly Armstrong,1918,3,153,347,1176,,,346,500,,,,,466,7.1,0.295,,0.692,,6.8,2.3,2.3,6.8,,2.3,2.3,64, Fort Wayne, Indiana,Forward,Indiana,Fort Wayne Pistons,,no,male,Dead,5-11,180,77,170
November,1,Joe Caldwell,1941,11,782,5295,11365,18,80,2011,3518,783,385,45,975,2328,37.8,0.466,,0.572,32.3,16.1,5.3,3.4,12619,25261,4117,2647,83, Texas City, Texas,Small Forward,Arizona State,Carolina Cougars,,no,male,Alive,6-5,196,88,195
November,1,Joe Caldwell,1941,11,782,5295,11365,18,80,2011,3518,783,385,45,975,2328,37.8,0.466,,0.572,32.3,16.1,5.3,3.4,12619,25261,4117,2647,83, Texas City, Texas,Shooting Guard,Arizona State,Carolina Cougars,,no,male,Alive,6-5,196,88,195
November,1,Corky Calhoun,1950,8,542,1200,2609,0,0,496,634,525,293,132,121,1322,14.4,0.46,,0.782,20.1,5.3,3.6,1.1,2896,10901,1962,601,74, Waukegan, Illinois,Small Forward,Penn,Phoenix Suns,,no,male,Alive,6-7,201,95,210
November,1,Stephon Castle,2004,1,41,170,423,40,154,94,131,30,31,11,79,70,0,0.402,0.26,0.718,25.1,11.6,2.5,3.6,707,1406,168,191,20, Covington, Georgia,Point Guard,UConn,San Antonio Spurs,43,yes,male,Alive,6-6,198,97,215
November,1,Joe Chealey,1995,2,5,1,10,0,4,2,2,0,4,0,2,3,-0.1,0.1,0,1,8.2,0.8,0,0.4,4,41,0,2,29, Orlando, Florida,Point Guard,College of Charleston,Charlotte Hornets,0,yes,male,Alive,6-3,190,86,190
November,1,Semaj Christon,1992,1,64,77,223,12,63,17,31,19,28,7,43,79,0.1,0.345,0.19,0.548,15.2,2.9,1.4,2,183,973,87,130,32, Cincinnati, Ohio,Point Guard,Xavier,Oklahoma City Thunder,1,no,male,Alive,6-3,190,86,190
November,1,Johnny Cox,1936,1,73,239,568,,,95,135,,,,,149,0.5,0.421,,0.704,23.1,7.8,3.8,1.9,573,1685,280,142,88, Neon, Kentucky,Shooting Guard,Kentucky,Chicago Zephyrs,,no,male,Alive,6-4,193,81,180
November,1,Isaiah Crawford,2001,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0.5,,,3,0.7,1,0,7,24,7,0,23, Fort Worth, Texas,Small Forward,Louisiana Tech,Sacramento Kings,,no,male,Alive,6-6,198,99,220
November,1,Earl Dodd,1924,1,9,6,27,,,3,5,,,,,13,-0.3,0.222,,0.6,,1.7,,0.7,1.7,,,0.7,79, Wood River, Illinois,Forward,Truman State University,Denver Nuggets,,yes,male,Dead,6-5,196,79,175
November,1,Eric Fernsten,1953,6,218,193,434,0,0,131,194,144,52,51,72,174,3.3,0.445,,0.675,7.5,2.4,1.7,0.4,517,1643,372,82,71, Oakland, California,Center,San Francisco,Boston Celtics,,no,male,Alive,6-10,208,92,205
November,1,Eric Fernsten,1953,6,218,193,434,0,0,131,194,144,52,51,72,174,3.3,0.445,,0.675,7.5,2.4,1.7,0.4,517,1643,372,82,71, Oakland, California,Power Forward,San Francisco,Boston Celtics,,no,male,Alive,6-10,208,92,205
November,1,Levi Fontaine,1948,1,35,53,145,,,28,37,,,,,27,-0.3,0.366,,0.757,6,3.8,0.4,0.6,134,210,15,22,76,,,Shooting Guard,University of Maryland Eastern Shore,San Francisco Warriors,,no,male,Alive,6-4,193,86,190
November,1,Tim Frazier,1990,8,289,515,1286,131,405,251,347,139,193,26,379,517,6.3,0.4,0.323,0.723,17.6,4.9,2.3,4,1412,5088,654,1142,34, Houston, Texas,Point Guard,Penn State,New Orleans Pelicans,5,yes,male,Alive,6-0,183,77,170
November,1,Clarence Glover,1947,1,25,25,55,,,15,32,,,,,26,0.3,0.455,,0.469,4.8,2.6,1.8,0.2,65,119,46,4,77, Horse Cave, Kentucky,Power Forward,Western Kentucky,Boston Celtics,,no,male,Alive,6-8,203,95,210
November,1,Marcus Landry,1985,1,18,16,43,9,28,3,5,5,1,2,6,14,-0.1,0.372,0.321,0.6,6.2,2.4,1.1,0,44,111,19,0,39, Milwaukee, Wisconsin,Small Forward,Wisconsin,Boston Celtics,1,no,male,Alive,6-7,201,104,230
November,1,Bob Mullens,1922,1,54,125,445,,,64,102,,,,,94,2.1,0.281,,0.627,,5.8,,1,5.8,,,1,66, Brooklyn, New York,Guard,Fordham,Toronto Huskies,,no,male,Dead,6-1,185,79,175
November,1,Chinanu Onuaku,1996,2,6,7,12,0,0,4,4,3,3,1,7,10,0.1,0.583,,1,12.3,3,2.3,0.7,18,74,14,4,28, Baltimore, Maryland,Center,Louisville,Houston Rockets,,no,male,Alive,6-10,208,111,245
November,1,Derek Smith,1961,9,408,2031,4074,45,153,1125,1495,476,265,175,700,1214,18.3,0.499,0.294,0.753,24.1,12.8,3.2,2.1,5232,9825,1300,866,34, Hogansville, Georgia,Shooting Guard,Louisville,Sacramento Kings,,no,male,Dead,6-6,198,92,205
November,1,Derek Smith,1961,9,408,2031,4074,45,153,1125,1495,476,265,175,700,1214,18.3,0.499,0.294,0.753,24.1,12.8,3.2,2.1,5232,9825,1300,866,34, Hogansville, Georgia,Small Forward,Louisville,Sacramento Kings,,no,male,Dead,6-6,198,92,205
November,1,Andy Tonkovich,1922,1,17,19,71,,,6,9,,,,,12,-0.4,0.268,,0.667,,2.6,,0.6,2.6,,,0.6,83, Barrackville, West Virginia,Guard,Marshall,Providence Steamrollers,,no,male,Dead,6-1,185,83,185
November,1,Jake Voskuhl,1977,9,450,673,1381,1,3,467,654,562,148,166,340,1166,11.6,0.487,0.333,0.714,14.3,4,3.4,0.5,1814,6443,1539,237,47, Tulsa, Oklahoma,Center,UConn,Phoenix Suns,139,no,male,Alive,6-11,211,111,245
November,1,Crystal Bradford,1993,2,39,97,245,35,107,23,46,35,34,11,28,76,0.9,0.396,0.327,0.5,14.9,6.5,2.8,1.1,252,582,111,43,31, Detroit, Michigan,Forward,Central Michigan University,Los Angeles Sparks,0,no,female,Alive,6-0,183,77,170
November,1,Kristen Rasmussen,1978,9,276,461,1035,59,142,234,297,371,164,127,288,540,12.9,0.445,0.415,0.788,19.7,4.4,3.6,1.3,1215,5433,996,348,46, Lansing, Michigan,Forward,Michigan State,Minnesota Lynx,0,no,female,Alive,6-4,193,78,172
November,1,Tracy Reid,1976,6,116,339,722,0,6,189,321,156,94,30,201,179,3.3,0.47,0,0.589,21.1,7.5,3.4,1,867,2451,395,112,48, Miami, Florida,Forward,UNC,Phoenix Mercury,0,no,female,Alive,5-11,180,68,150
November,2,Rodney Buford,1977,5,230,630,1530,74,247,138,182,117,115,31,140,332,2.9,0.412,0.3,0.758,18.2,6.4,2.6,0.8,1472,4182,598,179,47, Milwaukee, Wisconsin,Small Forward,Creighton,New Jersey Nets,51,no,male,Alive,6-5,196,85,189
November,2,Rodney Buford,1977,5,230,630,1530,74,247,138,182,117,115,31,140,332,2.9,0.412,0.3,0.758,18.2,6.4,2.6,0.8,1472,4182,598,179,47, Milwaukee, Wisconsin,Shooting Guard,Creighton,New Jersey Nets,51,no,male,Alive,6-5,196,85,189
November,2,Chet Carlisle,1916,1,51,100,373,,,56,92,,,,,136,1.6,0.268,,0.609,,5,,0.3,5,,,0.3,, Crowley, Louisiana,Forward,California,Chicago Stags,,no,male,,6-5,196,88,195
November,2,Chet Carlisle,1916,1,51,100,373,,,56,92,,,,,136,1.6,0.268,,0.609,,5,,0.3,5,,,0.3,, Crowley, Louisiana,Center,California,Chicago Stags,,no,male,,6-5,196,88,195
November,2,Keith Jennings,1968,3,164,353,809,136,364,248,291,44,164,2,201,213,7.7,0.436,0.374,0.852,18,6.6,1.5,3.7,1090,2955,248,614,56, Culpepper, Virginia,Point Guard,East Tennessee State University,Golden State Warriors,,no,male,Alive,5-7,170,72,160
November,2,Harry Laurie,1944,1,9,3,12,0,0,7,11,7,,,10,16,0,0.25,,0.636,6.3,1.4,1.7,0.9,13,57,15,8,80,,,Guard,,,,no,male,Alive,6-1,185,80,178
November,2,Ron Lee,1952,6,448,1296,3117,42,131,651,924,397,869,122,783,1368,10.7,0.416,,0.705,21.4,7.3,2.7,3.8,3285,9586,1219,1688,72, Boston, Massachusetts,Point Guard,Oregon,Detroit Pistons,,no,male,Alive,6-4,193,87,193
November,2,Jim Luisi,1928,1,31,31,95,,,27,41,,,,,45,0,0.326,,0.659,11.8,2.9,0.8,1.1,89,367,25,35,73, New York, New York,Point Guard,St. Francis College,Baltimore Bullets,,no,male,Dead,6-2,188,81,180
November,2,DeMarcus Nelson,1985,1,13,24,54,0,3,5,14,6,9,2,15,24,-0.3,0.444,0,0.357,13.2,4.1,1.8,1,53,171,24,13,39, Oakland, California,Point Guard,Duke,Golden State Warriors,0,no,male,Alive,6-4,193,90,200
November,2,Tibor Pleiss,1989,1,12,11,25,0,2,2,2,6,1,2,8,19,-0.1,0.44,0,1,6.8,2,1.3,0.2,24,82,15,2,35, Bergisch Gladbach, Germany,Center,,Utah Jazz,3,no,male,Alive,7-3,221,116,256
November,2,Andy Rautins,1986,1,5,3,7,1,4,1,2,0,1,0,7,0,-0.2,0.429,0.25,0.5,4.8,1.6,0.2,0.6,8,24,1,3,38, Syracuse, New York,Shooting Guard,Syracuse,New York Knicks,0,no,male,Alive,6-4,193,86,190
November,2,Ron Reed,1942,2,119,409,1124,,,133,233,,,,,278,-1,0.364,,0.571,18.9,8,6.4,1.5,951,2245,762,173,82, La Porte, Indiana,Power Forward,Notre Dame,Detroit Pistons,,no,male,Alive,6-5,196,92,205
November,2,Whitey Skoog,1926,6,341,1164,3000,,,472,591,,,,,1027,14.3,0.388,,0.799,27,8.2,3.3,2.6,2800,9193,1133,903,92, Duluth, Minnesota,Shooting Guard,Minnesota,Minneapolis Lakers,,yes,male,Dead,5-11,180,81,180
November,2,Leon Smith,1980,2,15,11,28,0,0,11,17,11,5,1,3,13,0.2,0.393,,0.647,6.9,2.2,2.2,0.2,33,104,33,3,44, Chicago, Illinois,Center,,Seattle SuperSonics,,no,male,Alive,6-10,208,106,235
November,2,Tyler Smith,2004,1,12,11,17,5,10,1,2,2,0,3,3,5,0.2,0.647,0.5,0.5,3.5,2.3,1,0.1,44,75,19,4,20, New Orleans, Louisiana,Power Forward,,Milwaukee Bucks,4,no,male,Alive,6-11,211,101,224
November,2,Guy Sparrow,1932,3,150,461,1289,,,245,403,,,,,410,0.1,0.358,,0.608,17.2,7.8,4.9,0.9,1167,2583,728,142,92, Pontiac, Michigan,Power Forward,Detroit Mercy,New York Knicks,,no,male,Alive,6-6,198,98,218
November,2,Guy Sparrow,1932,3,150,461,1289,,,245,403,,,,,410,0.1,0.358,,0.608,17.2,7.8,4.9,0.9,1167,2583,728,142,92, Pontiac, Michigan,Small Forward,Detroit Mercy,New York Knicks,,no,male,Alive,6-6,198,98,218
November,2,Tom Thacker,1939,7,314,423,1174,10,44,164,323,129,,,149,611,-0.3,0.36,,0.508,11.6,3.2,2.6,1.5,1020,3641,822,466,85, Covington, Kentucky,Point Guard,Cincinnati,Cincinnati Royals,,yes,male,Alive,6-2,188,77,170
November,2,Tom Thacker,1939,7,314,423,1174,10,44,164,323,129,,,149,611,-0.3,0.36,,0.508,11.6,3.2,2.6,1.5,1020,3641,822,466,85, Covington, Kentucky,Shooting Guard,Cincinnati,Cincinnati Royals,,yes,male,Alive,6-2,188,77,170
November,2,Dave Wohl,1949,7,410,1015,2361,,,523,697,63,219,18,16,1027,6.1,0.43,,0.75,19.9,6.2,1.4,3.4,2553,8142,558,1397,75, Flushing, New York,Point Guard,Penn,Houston Rockets,,no,male,Alive,6-2,188,83,185
November,2,Kedra Holland-Corn,1974,7,223,664,1657,307,901,303,426,156,301,33,438,405,13.1,0.401,0.341,0.711,24.9,8.7,2.1,1.9,1938,5542,466,423,50, Houston, Texas,Guard,Georgia,Houston Comets,0,yes,female,Alive,5-8,173,58,129
November,3,Tariq Abdul-Wahad,1974,6,236,720,1726,18,76,372,529,286,184,83,309,485,3.5,0.417,0.237,0.703,20.4,7.8,3.3,1.1,1830,4807,776,266,50,(Formerly known as Olivier Michael Sat-Jean),,Shooting Guard,,Denver Nuggets,149,no,male,Alive,6-6,198,101,223
November,3,Bob Arnzen,1947,4,111,191,411,1,5,60,75,33,3,2,16,88,1.4,0.465,,0.8,8.6,4,2,0.3,443,952,217,35,77, Covington, Kentucky,Small Forward,Notre Dame,Indiana Pacers,,no,male,Alive,6-5,196,92,205
November,3,Myron Brown,1969,1,4,4,6,1,3,0,0,0,1,0,4,2,0,0.667,0.333,,5.8,2.3,0.8,1.5,9,23,3,6,55, McKees Rocks, Pennsylvania,Point Guard,Slippery Rock University of Pennsylvania,Minnesota Timberwolves,,no,male,Alive,6-3,190,81,180
November,3,Nat Frankel,1913,1,6,4,27,,,8,12,,,,,6,-0.2,0.148,,0.667,,2.7,,0.5,2.7,,,0.5,92, Brooklyn, New York,Forward,Brooklyn College,Pittsburgh Ironmen,,no,male,Dead,6-0,183,88,195
November,3,Nat Frankel,1913,1,6,4,27,,,8,12,,,,,6,-0.2,0.148,,0.667,,2.7,,0.5,2.7,,,0.5,92, Brooklyn, New York,Guard,Brooklyn College,Pittsburgh Ironmen,,no,male,Dead,6-0,183,88,195
November,3,Diante Garrett,1988,2,90,117,314,39,111,15,22,16,51,5,91,80,-1,0.373,0.351,0.682,13.3,3.2,1.2,1.7,288,1197,112,151,36, Milwaukee, Wisconsin,Point Guard,Iowa State,Utah Jazz,0,no,male,Alive,6-4,193,86,190
November,3,Darrin Hancock,1971,3,133,196,370,2,6,73,126,58,56,10,97,157,1.1,0.53,0.333,0.579,10.5,3.5,1.3,0.7,467,1395,169,89,53, Birmingham, Alabama,Small Forward,Kansas,Charlotte Hornets,,no,male,Alive,6-7,201,92,205
November,3,Tyler Hansbrough,1985,7,428,947,2156,3,22,984,1333,745,207,91,319,869,20.2,0.439,0.136,0.738,16.9,6.7,4.2,0.4,2881,7233,1808,181,39, Poplar Bluff, Missouri,Power Forward,UNC,Indiana Pacers,137,no,male,Alive,6-9,206,113,250
November,3,Bob Hopkins,1934,4,273,854,2168,,,529,695,,,,,642,9.5,0.394,,0.761,18.8,8.2,5.6,0.7,2237,5122,1526,189,80, Jonesboro, Louisiana,Power Forward,Grambling State University,Syracuse Nationals,,no,male,Dead,6-8,203,92,205
